WARNING:root:The OGB package is out of date. Your version is 1.3.5, while the latest version is 1.3.6.
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torch_geometric/data/in_memory_dataset.py:157: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: Dopri5Solver: Unexpected arguments {'step_size': 1, 'max_iters': 100}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: EarlyStopDopri5: Unexpected arguments {'step_size': 1, 'max_iters': 100}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
GNNEarly
m1.weight
torch.Size([80, 3703])
m1.bias
torch.Size([80])
m2.weight
torch.Size([6, 80])
m2.bias
torch.Size([6])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([80, 80])
odeblock.odefunc.d
torch.Size([80])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([80, 80])
odeblock.reg_odefunc.odefunc.d
torch.Size([80])
Epoch: 001, Runtime 1.022186, Loss 1.794081, forward nfe 32, backward nfe 0, Train: 0.3500, Val: 0.2130, Test: 0.2403, Best time: 2.0000
Epoch: 002, Runtime 0.108827, Loss 1.763826, forward nfe 126, backward nfe 0, Train: 0.7333, Val: 0.5630, Test: 0.5532, Best time: 2.0000
Epoch: 003, Runtime 0.154112, Loss 1.722866, forward nfe 226, backward nfe 0, Train: 0.7750, Val: 0.6797, Test: 0.6742, Best time: 2.0000
Epoch: 004, Runtime 0.175639, Loss 1.709153, forward nfe 332, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 005, Runtime 0.182708, Loss 1.669689, forward nfe 438, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 006, Runtime 0.178415, Loss 1.629156, forward nfe 544, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 007, Runtime 0.127297, Loss 1.625070, forward nfe 650, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 008, Runtime 0.164702, Loss 1.616348, forward nfe 756, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 009, Runtime 0.174564, Loss 1.593414, forward nfe 862, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 010, Runtime 0.177707, Loss 1.543344, forward nfe 968, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 011, Runtime 0.174532, Loss 1.535496, forward nfe 1074, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 012, Runtime 0.129854, Loss 1.507017, forward nfe 1180, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 013, Runtime 0.122812, Loss 1.520233, forward nfe 1286, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 014, Runtime 0.174492, Loss 1.491804, forward nfe 1392, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 015, Runtime 0.170855, Loss 1.475433, forward nfe 1498, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 016, Runtime 0.175362, Loss 1.447569, forward nfe 1604, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 017, Runtime 0.182639, Loss 1.424631, forward nfe 1710, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 018, Runtime 0.166212, Loss 1.393637, forward nfe 1816, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 019, Runtime 0.169620, Loss 1.324605, forward nfe 1916, backward nfe 0, Train: 0.7917, Val: 0.6884, Test: 0.6935, Best time: 2.0000
Epoch: 020, Runtime 0.161005, Loss 1.360873, forward nfe 2016, backward nfe 0, Train: 0.8250, Val: 0.6891, Test: 0.6919, Best time: 2.0000
Epoch: 021, Runtime 0.153568, Loss 1.329080, forward nfe 2110, backward nfe 0, Train: 0.8250, Val: 0.6891, Test: 0.6919, Best time: 2.0000
